,UID,TRUE_EPID,Aspect,Old Value,New Value,ITEM_SENTENCE,Score,Initial Score,Score Change,Added(1) / Updated(0) Aspect,Item link,Product link
0,114257477002,7053396814,brand,VANS,VANS,[TITLE_TXT] Vans X Taka Hayashi UltraCush S-19 TH 138 Mid LX PRO Men’s 13 New [brand] VANS [style_code] Th-138 Mid LX [color] White [department] Men [model] VANS X Taka Hayashi [nickname] Taka [performance/activity] Skateboarding [product_line] Vans UltraCush [style] Sneaker [type] Athletic [leaf_categ_id] 15709 [closure] Lace Up [shoe_shaft_style] Mid Top [shoe_width] Standard [upper_material] Cotton [outsole_material] Rubber [customized] No,0.0032,0.0032,0.0,0,https://matchingdashboard.vip.ebay.com/?itemId=114257477002,https://matchingdashboard.vip.ebay.com/getProduct?epid=7053396814
1,114257477002,7053396814,style_code,Th-138 Mid LX,VN0A45K7VTP1,[TITLE_TXT] Vans X Taka Hayashi UltraCush S-19 TH 138 Mid LX PRO Men’s 13 New [brand] VANS [style_code] VN0A45K7VTP1 [color] White [department] Men [model] VANS X Taka Hayashi [nickname] Taka [performance/activity] Skateboarding [product_line] Vans UltraCush [style] Sneaker [type] Athletic [leaf_categ_id] 15709 [closure] Lace Up [shoe_shaft_style] Mid Top [shoe_width] Standard [upper_material] Cotton [outsole_material] Rubber [customized] No,0.00248,0.0032,-0.00072,0,https://matchingdashboard.vip.ebay.com/?itemId=114257477002,https://matchingdashboard.vip.ebay.com/getProduct?epid=7053396814
2,114257477002,7053396814,color,White,White,[TITLE_TXT] Vans X Taka Hayashi UltraCush S-19 TH 138 Mid LX PRO Men’s 13 New [brand] VANS [style_code] Th-138 Mid LX [color] White [department] Men [model] VANS X Taka Hayashi [nickname] Taka [performance/activity] Skateboarding [product_line] Vans UltraCush [style] Sneaker [type] Athletic [leaf_categ_id] 15709 [closure] Lace Up [shoe_shaft_style] Mid Top [shoe_width] Standard [upper_material] Cotton [outsole_material] Rubber [customized] No,0.0032,0.0032,0.0,0,https://matchingdashboard.vip.ebay.com/?itemId=114257477002,https://matchingdashboard.vip.ebay.com/getProduct?epid=7053396814
3,114257477002,7053396814,manufacturer_color,None,Marshmallow/Gum,[TITLE_TXT] Vans X Taka Hayashi UltraCush S-19 TH 138 Mid LX PRO Men’s 13 New [brand] VANS [style_code] Th-138 Mid LX [color] White [manufacturer_color] Marshmallow/Gum [department] Men [model] VANS X Taka Hayashi [nickname] Taka [performance/activity] Skateboarding [product_line] Vans UltraCush [style] Sneaker [type] Athletic [leaf_categ_id] 15709 [closure] Lace Up [shoe_shaft_style] Mid Top [shoe_width] Standard [upper_material] Cotton [outsole_material] Rubber [customized] No,0.0033,0.0032,0.0001,1,https://matchingdashboard.vip.ebay.com/?itemId=114257477002,https://matchingdashboard.vip.ebay.com/getProduct?epid=7053396814
4,114257477002,7053396814,department,Men,Men,[TITLE_TXT] Vans X Taka Hayashi UltraCush S-19 TH 138 Mid LX PRO Men’s 13 New [brand] VANS [style_code] Th-138 Mid LX [color] White [department] Men [model] VANS X Taka Hayashi [nickname] Taka [performance/activity] Skateboarding [product_line] Vans UltraCush [style] Sneaker [type] Athletic [leaf_categ_id] 15709 [closure] Lace Up [shoe_shaft_style] Mid Top [shoe_width] Standard [upper_material] Cotton [outsole_material] Rubber [customized] No,0.0032,0.0032,0.0,0,https://matchingdashboard.vip.ebay.com/?itemId=114257477002,https://matchingdashboard.vip.ebay.com/getProduct?epid=7053396814
5,114257477002,7053396814,model,VANS X Taka Hayashi,VANS Style 138,[TITLE_TXT] Vans X Taka Hayashi UltraCush S-19 TH 138 Mid LX PRO Men’s 13 New [brand] VANS [style_code] Th-138 Mid LX [color] White [department] Men [model] VANS Style 138 [nickname] Taka [performance/activity] Skateboarding [product_line] Vans UltraCush [style] Sneaker [type] Athletic [leaf_categ_id] 15709 [closure] Lace Up [shoe_shaft_style] Mid Top [shoe_width] Standard [upper_material] Cotton [outsole_material] Rubber [customized] No,0.00607,0.0032,0.00287,0,https://matchingdashboard.vip.ebay.com/?itemId=114257477002,https://matchingdashboard.vip.ebay.com/getProduct?epid=7053396814
6,114257477002,7053396814,nickname,Taka,Marshmallow,[TITLE_TXT] Vans X Taka Hayashi UltraCush S-19 TH 138 Mid LX PRO Men’s 13 New [brand] VANS [style_code] Th-138 Mid LX [color] White [department] Men [model] VANS X Taka Hayashi [nickname] Marshmallow [performance/activity] Skateboarding [product_line] Vans UltraCush [style] Sneaker [type] Athletic [leaf_categ_id] 15709 [closure] Lace Up [shoe_shaft_style] Mid Top [shoe_width] Standard [upper_material] Cotton [outsole_material] Rubber [customized] No,0.0022,0.0032,-0.00101,0,https://matchingdashboard.vip.ebay.com/?itemId=114257477002,https://matchingdashboard.vip.ebay.com/getProduct?epid=7053396814
7,114257477002,7053396814,product_line,Vans UltraCush,VANS Style,[TITLE_TXT] Vans X Taka Hayashi UltraCush S-19 TH 138 Mid LX PRO Men’s 13 New [brand] VANS [style_code] Th-138 Mid LX [color] White [department] Men [model] VANS X Taka Hayashi [nickname] Taka [performance/activity] Skateboarding [product_line] VANS Style [style] Sneaker [type] Athletic [leaf_categ_id] 15709 [closure] Lace Up [shoe_shaft_style] Mid Top [shoe_width] Standard [upper_material] Cotton [outsole_material] Rubber [customized] No,0.0032,0.0032,0.0,0,https://matchingdashboard.vip.ebay.com/?itemId=114257477002,https://matchingdashboard.vip.ebay.com/getProduct?epid=7053396814
8,114257477002,7053396814,style,Sneaker,Sneaker,[TITLE_TXT] Vans X Taka Hayashi UltraCush S-19 TH 138 Mid LX PRO Men’s 13 New [brand] VANS [style_code] Th-138 Mid LX [color] White [department] Men [model] VANS X Taka Hayashi [nickname] Taka [performance/activity] Skateboarding [product_line] Vans UltraCush [style] Sneaker [type] Athletic [leaf_categ_id] 15709 [closure] Lace Up [shoe_shaft_style] Mid Top [shoe_width] Standard [upper_material] Cotton [outsole_material] Rubber [customized] No,0.0032,0.0032,0.0,0,https://matchingdashboard.vip.ebay.com/?itemId=114257477002,https://matchingdashboard.vip.ebay.com/getProduct?epid=7053396814
9,114257477002,7053396814,type,Athletic,Athletic,[TITLE_TXT] Vans X Taka Hayashi UltraCush S-19 TH 138 Mid LX PRO Men’s 13 New [brand] VANS [style_code] Th-138 Mid LX [color] White [department] Men [model] VANS X Taka Hayashi [nickname] Taka [performance/activity] Skateboarding [product_line] Vans UltraCush [style] Sneaker [type] Athletic [leaf_categ_id] 15709 [closure] Lace Up [shoe_shaft_style] Mid Top [shoe_width] Standard [upper_material] Cotton [outsole_material] Rubber [customized] No,0.0032,0.0032,0.0,0,https://matchingdashboard.vip.ebay.com/?itemId=114257477002,https://matchingdashboard.vip.ebay.com/getProduct?epid=7053396814
10,114257477002,7053396814,shoe_shaft_style,Mid Top,Mid Top,[TITLE_TXT] Vans X Taka Hayashi UltraCush S-19 TH 138 Mid LX PRO Men’s 13 New [brand] VANS [style_code] Th-138 Mid LX [color] White [department] Men [model] VANS X Taka Hayashi [nickname] Taka [performance/activity] Skateboarding [product_line] Vans UltraCush [style] Sneaker [type] Athletic [leaf_categ_id] 15709 [closure] Lace Up [shoe_shaft_style] Mid Top [shoe_width] Standard [upper_material] Cotton [outsole_material] Rubber [customized] No,0.0032,0.0032,0.0,0,https://matchingdashboard.vip.ebay.com/?itemId=114257477002,https://matchingdashboard.vip.ebay.com/getProduct?epid=7053396814
11,114257477002,7053396814,TITLE_TXT,None,None,[TITLE_TXT] VANS Taka Hayashi x Style 138 LX Mid Marshmallow [brand] VANS [style_code] Th-138 Mid LX [color] White [department] Men [model] VANS X Taka Hayashi [nickname] Taka [performance/activity] Skateboarding [product_line] Vans UltraCush [style] Sneaker [type] Athletic [leaf_categ_id] 15709 [closure] Lace Up [shoe_shaft_style] Mid Top [shoe_width] Standard [upper_material] Cotton [outsole_material] Rubber [customized] No,0.00115,0.0032,-0.00205,0,https://matchingdashboard.vip.ebay.com/?itemId=114257477002,https://matchingdashboard.vip.ebay.com/getProduct?epid=7053396814
12,115500072768_415532940565,5057006806,brand,VANS,VANS,"[TITLE_TXT] Vans AVE Black Sulphur Volt Size 8.5, 9, 9.5, 10, 10.5, 11 or 12 11 [brand] VANS [color] Black [department] Men [model] Vans AVE [nickname] Black Sulphur [product_line] VANS Ave [style] Sneaker [type] Athletic [leaf_categ_id] 15709",0.00042,0.00042,0.0,0,https://matchingdashboard.vip.ebay.com/?itemId=115500072768&var=415532940565,https://matchingdashboard.vip.ebay.com/getProduct?epid=5057006806
